Datetime,PJME_MW
2011-03-08 03:00:00,27393.0
2011-03-08 04:00:00,27714.0
2011-03-08 05:00:00,28767.0
2011-03-08 06:00:00,31306.0
2011-03-08 07:00:00,34978.0
2011-03-08 08:00:00,35983.0
2011-03-08 09:00:00,35124.0
2011-03-08 10:00:00,34297.0
2011-03-08 11:00:00,33713.0
2011-03-08 12:00:00,33116.0
2011-03-08 13:00:00,32444.0
2011-03-08 14:00:00,32093.0
2011-03-08 15:00:00,31735.0
2011-03-08 16:00:00,31598.0
2011-03-08 17:00:00,31941.0
2011-03-08 18:00:00,33015.0
2011-03-08 19:00:00,35593.0
2011-03-08 20:00:00,36081.0
2011-03-08 21:00:00,35508.0
2011-03-08 22:00:00,34049.0
2011-03-08 23:00:00,31576.0
2011-03-09 00:00:00,29421.0
2011-03-09 01:00:00,27933.0
2011-03-09 02:00:00,27305.0
2011-03-09 03:00:00,27023.0
2011-03-09 04:00:00,27166.0
2011-03-09 05:00:00,27990.0
2011-03-09 06:00:00,30373.0
2011-03-09 07:00:00,34058.0
2011-03-09 08:00:00,35520.0
2011-03-09 09:00:00,35313.0
2011-03-09 10:00:00,35081.0
2011-03-09 11:00:00,35022.0
2011-03-09 12:00:00,34531.0
2011-03-09 13:00:00,34238.0
2011-03-09 14:00:00,34130.0
2011-03-09 15:00:00,33946.0
2011-03-09 16:00:00,34211.0
2011-03-09 17:00:00,34948.0
2011-03-09 18:00:00,36324.0
2011-03-09 19:00:00,37634.0
2011-03-09 20:00:00,37138.0
2011-03-09 21:00:00,36226.0
2011-03-09 22:00:00,34336.0
2011-03-09 23:00:00,31838.0
2011-03-10 00:00:00,29340.0
2011-03-10 01:00:00,27552.0
2011-03-10 02:00:00,26656.0
2011-03-10 03:00:00,26096.0
2011-03-10 04:00:00,25957.0
2011-03-10 05:00:00,26572.0
2011-03-10 06:00:00,28691.0
2011-03-10 07:00:00,32243.0
2011-03-10 08:00:00,33986.0
2011-03-10 09:00:00,34245.0
2011-03-10 10:00:00,34413.0
2011-03-10 11:00:00,34563.0
2011-03-10 12:00:00,34467.0
2011-03-10 13:00:00,34256.0
2011-03-10 14:00:00,34090.0
2011-03-10 15:00:00,33766.0
2011-03-10 16:00:00,33771.0
2011-03-10 17:00:00,34384.0
2011-03-10 18:00:00,35347.0
2011-03-10 19:00:00,36160.0
2011-03-10 20:00:00,35576.0
2011-03-10 21:00:00,34455.0
2011-03-10 22:00:00,32569.0
2011-03-10 23:00:00,29988.0
2011-03-11 00:00:00,27571.0
2011-03-11 01:00:00,25921.0
2011-03-11 02:00:00,24946.0
2011-03-11 03:00:00,24482.0
2011-03-11 04:00:00,24454.0
2011-03-11 05:00:00,25194.0
2011-03-11 06:00:00,27382.0
2011-03-11 07:00:00,30795.0
2011-03-11 08:00:00,32530.0
2011-03-11 09:00:00,32847.0
2011-03-11 10:00:00,32919.0
2011-03-11 11:00:00,32971.0
2011-03-11 12:00:00,32727.0
2011-03-11 13:00:00,32163.0
2011-03-11 14:00:00,31865.0
2011-03-11 15:00:00,31613.0
2011-03-11 16:00:00,31593.0
2011-03-11 17:00:00,32057.0
2011-03-11 18:00:00,33324.0
2011-03-11 19:00:00,34554.0
2011-03-11 20:00:00,34314.0
2011-03-11 21:00:00,33557.0
2011-03-11 22:00:00,32314.0
2011-03-11 23:00:00,30454.0
2011-03-12 00:00:00,28484.0
2011-03-12 01:00:00,26873.0
2011-03-12 02:00:00,25985.0
2011-03-12 03:00:00,25547.0
2011-03-12 04:00:00,25405.0
2011-03-12 05:00:00,25699.0
2011-03-12 06:00:00,26644.0
2011-03-12 07:00:00,27664.0
2011-03-12 08:00:00,28765.0
2011-03-12 09:00:00,29681.0
2011-03-12 10:00:00,30213.0
2011-03-12 11:00:00,30234.0
2011-03-12 12:00:00,30108.0
2011-03-12 13:00:00,29567.0
2011-03-12 14:00:00,28788.0
2011-03-12 15:00:00,28049.0
2011-03-12 16:00:00,27494.0
2011-03-12 17:00:00,27441.0
2011-03-12 18:00:00,28193.0
2011-03-12 19:00:00,30361.0
2011-03-12 20:00:00,30826.0
2011-03-12 21:00:00,30314.0
2011-03-12 22:00:00,29463.0
2011-03-12 23:00:00,28009.0
2011-03-13 00:00:00,26383.0
2011-03-13 01:00:00,25037.0
2011-03-13 02:00:00,24199.0
2011-03-13 03:00:00,23955.0
2011-03-13 04:00:00,23711.0
2011-03-13 05:00:00,23618.0
2011-03-13 06:00:00,24015.0
2011-03-13 07:00:00,24790.0
2011-03-13 08:00:00,25622.0
2011-03-13 09:00:00,26586.0
2011-03-13 10:00:00,27568.0
2011-03-13 11:00:00,28150.0
2011-03-13 12:00:00,28495.0
2011-03-13 13:00:00,28554.0
2011-03-13 14:00:00,28283.0
2011-03-13 15:00:00,27881.0
2011-03-13 16:00:00,27777.0
2011-03-13 17:00:00,27980.0
2011-03-13 18:00:00,28537.0
2011-03-13 19:00:00,29392.0
2011-03-13 20:00:00,31667.0
2011-03-13 21:00:00,32266.0
2011-03-13 22:00:00,31324.0
2011-03-13 23:00:00,29505.0
2011-03-14 00:00:00,27529.0
2011-03-14 01:00:00,26025.0
2011-03-14 02:00:00,25267.0
2011-03-14 03:00:00,24987.0
2011-03-14 04:00:00,25126.0
2011-03-14 05:00:00,25964.0
2011-03-14 06:00:00,28363.0
2011-03-14 07:00:00,32471.0
2011-03-14 08:00:00,34721.0
2011-03-14 09:00:00,34571.0
2011-03-14 10:00:00,34373.0
2011-03-14 11:00:00,34147.0
2011-03-14 12:00:00,33842.0
2011-03-14 13:00:00,33266.0
2011-03-14 14:00:00,32874.0
2011-03-14 15:00:00,32321.0
2011-03-14 16:00:00,31891.0
2011-03-14 17:00:00,31888.0
2011-03-14 18:00:00,32259.0
2011-03-14 19:00:00,32872.0
2011-03-14 20:00:00,34918.0
2011-03-14 21:00:00,35154.0
2011-03-14 22:00:00,33727.0
2011-03-14 23:00:00,31401.0
2011-03-15 00:00:00,29122.0
2011-03-15 01:00:00,27445.0
2011-03-15 02:00:00,26656.0
2011-03-15 03:00:00,26518.0
2011-03-15 04:00:00,26749.0
2011-03-15 05:00:00,27580.0
2011-03-15 06:00:00,30065.0
2011-03-15 07:00:00,34202.0
2011-03-15 08:00:00,36291.0
2011-03-15 09:00:00,35616.0
2011-03-15 10:00:00,34525.0
2011-03-15 11:00:00,33832.0
2011-03-15 12:00:00,33182.0
2011-03-15 13:00:00,32391.0
2011-03-15 14:00:00,32043.0
2011-03-15 15:00:00,31692.0
2011-03-15 16:00:00,31439.0
2011-03-15 17:00:00,31686.0
2011-03-15 18:00:00,32330.0
2011-03-15 19:00:00,33086.0
2011-03-15 20:00:00,34787.0
2011-03-15 21:00:00,34730.0
2011-03-15 22:00:00,33375.0
2011-03-15 23:00:00,30820.0
2011-03-16 00:00:00,28494.0
2011-03-16 01:00:00,26578.0
2011-03-16 02:00:00,25550.0
2011-03-16 03:00:00,25155.0
2011-03-16 04:00:00,25229.0
2011-03-16 05:00:00,25754.0
2011-03-16 06:00:00,27855.0
2011-03-16 07:00:00,31737.0
2011-03-16 08:00:00,34194.0
2011-03-16 09:00:00,34146.0
2011-03-16 10:00:00,33909.0
2011-03-16 11:00:00,33738.0
2011-03-16 12:00:00,33153.0
2011-03-16 13:00:00,32493.0
2011-03-16 14:00:00,31972.0
2011-03-16 15:00:00,31382.0
2011-03-16 16:00:00,31022.0
2011-03-16 17:00:00,31290.0
2011-03-16 18:00:00,31528.0
2011-03-16 19:00:00,32032.0
2011-03-16 20:00:00,33367.0
2011-03-16 21:00:00,33442.0
2011-03-16 22:00:00,31905.0
2011-03-16 23:00:00,29529.0
2011-03-17 00:00:00,27141.0
2011-03-17 01:00:00,25276.0
2011-03-17 02:00:00,24278.0
2011-03-17 03:00:00,23924.0
2011-03-17 04:00:00,23931.0
2011-03-17 05:00:00,24712.0
2011-03-17 06:00:00,27009.0
2011-03-17 07:00:00,31060.0
2011-03-17 08:00:00,33005.0
2011-03-17 09:00:00,32686.0
2011-03-17 10:00:00,32009.0
2011-03-17 11:00:00,31766.0
2011-03-17 12:00:00,31376.0
2011-03-17 13:00:00,30976.0
2011-03-17 14:00:00,30711.0
2011-03-17 15:00:00,30285.0
2011-03-17 16:00:00,29894.0
2011-03-17 17:00:00,29718.0
2011-03-17 18:00:00,29700.0
2011-03-17 19:00:00,29725.0
2011-03-17 20:00:00,31389.0
2011-03-17 21:00:00,31952.0
2011-03-17 22:00:00,30603.0
2011-03-17 23:00:00,28199.0
2011-03-18 00:00:00,25843.0
2011-03-18 01:00:00,24127.0
2011-03-18 02:00:00,23235.0
2011-03-18 03:00:00,22765.0
2011-03-18 04:00:00,22703.0
2011-03-18 05:00:00,23262.0
2011-03-18 06:00:00,25178.0
2011-03-18 07:00:00,28850.0
2011-03-18 08:00:00,30759.0
2011-03-18 09:00:00,30804.0
2011-03-18 10:00:00,30741.0
2011-03-18 11:00:00,30766.0
2011-03-18 12:00:00,30692.0
2011-03-18 13:00:00,30469.0
2011-03-18 14:00:00,30431.0
2011-03-18 15:00:00,30059.0
2011-03-18 16:00:00,29766.0
2011-03-18 17:00:00,29616.0
2011-03-18 18:00:00,29392.0
2011-03-18 19:00:00,28907.0
2011-03-18 20:00:00,30076.0
2011-03-18 21:00:00,30328.0
2011-03-18 22:00:00,29000.0
2011-03-18 23:00:00,27096.0
2011-03-19 00:00:00,24955.0
2011-03-19 01:00:00,23154.0
2011-03-19 02:00:00,21933.0
2011-03-19 03:00:00,21192.0
2011-03-19 04:00:00,20931.0
2011-03-19 05:00:00,20939.0
2011-03-19 06:00:00,21529.0
2011-03-19 07:00:00,22794.0
2011-03-19 08:00:00,23953.0
2011-03-19 09:00:00,25685.0
2011-03-19 10:00:00,27100.0
2011-03-19 11:00:00,27723.0
2011-03-19 12:00:00,27770.0
2011-03-19 13:00:00,27455.0
2011-03-19 14:00:00,26959.0
2011-03-19 15:00:00,26438.0
2011-03-19 16:00:00,26110.0
2011-03-19 17:00:00,26084.0
2011-03-19 18:00:00,26276.0
2011-03-19 19:00:00,26690.0
2011-03-19 20:00:00,28453.0
2011-03-19 21:00:00,29199.0
2011-03-19 22:00:00,28556.0
2011-03-19 23:00:00,27303.0
2011-03-20 00:00:00,25817.0
2011-03-20 01:00:00,24424.0
2011-03-20 02:00:00,23533.0
2011-03-20 03:00:00,23175.0
2011-03-20 04:00:00,23121.0
2011-03-20 05:00:00,23311.0
2011-03-20 06:00:00,24091.0
2011-03-20 07:00:00,25302.0
2011-03-20 08:00:00,26373.0
2011-03-20 09:00:00,27583.0
2011-03-20 10:00:00,28217.0
2011-03-20 11:00:00,28347.0
2011-03-20 12:00:00,28121.0
2011-03-20 13:00:00,27669.0
2011-03-20 14:00:00,27111.0
2011-03-20 15:00:00,26547.0
2011-03-20 16:00:00,26224.0
2011-03-20 17:00:00,26277.0
2011-03-20 18:00:00,26785.0
2011-03-20 19:00:00,27592.0
2011-03-20 20:00:00,30192.0
2011-03-20 21:00:00,31190.0
2011-03-20 22:00:00,30234.0
2011-03-20 23:00:00,28352.0
2011-03-21 00:00:00,26368.0
2011-03-21 01:00:00,24820.0
2011-03-21 02:00:00,24011.0
2011-03-21 03:00:00,23654.0
2011-03-21 04:00:00,23775.0
2011-03-21 05:00:00,24580.0
2011-03-21 06:00:00,26765.0
2011-03-21 07:00:00,30698.0
2011-03-21 08:00:00,33438.0
2011-03-21 09:00:00,34103.0
2011-03-21 10:00:00,34364.0
2011-03-21 11:00:00,34438.0
2011-03-21 12:00:00,34096.0
2011-03-21 13:00:00,33521.0
2011-03-21 14:00:00,32933.0
2011-03-21 15:00:00,32224.0
2011-03-21 16:00:00,31822.0
2011-03-21 17:00:00,31739.0
2011-03-21 18:00:00,31819.0
2011-03-21 19:00:00,31907.0
2011-03-21 20:00:00,33311.0
2011-03-21 21:00:00,33203.0
2011-03-21 22:00:00,31602.0
2011-03-21 23:00:00,29159.0
2011-03-22 00:00:00,26874.0
2011-03-22 01:00:00,24904.0
2011-03-22 02:00:00,23943.0
2011-03-22 03:00:00,23491.0
2011-03-22 04:00:00,23508.0
2011-03-22 05:00:00,24143.0
2011-03-22 06:00:00,26295.0
2011-03-22 07:00:00,30253.0
2011-03-22 08:00:00,32147.0
2011-03-22 09:00:00,32149.0
2011-03-22 10:00:00,32270.0
2011-03-22 11:00:00,32303.0
2011-03-22 12:00:00,32083.0
2011-03-22 13:00:00,31583.0
2011-03-22 14:00:00,31224.0
2011-03-22 15:00:00,30664.0
2011-03-22 16:00:00,30250.0
2011-03-22 17:00:00,30206.0
2011-03-22 18:00:00,30516.0
2011-03-22 19:00:00,31068.0
2011-03-22 20:00:00,32906.0
2011-03-22 21:00:00,33177.0
2011-03-22 22:00:00,31745.0
2011-03-22 23:00:00,29372.0
2011-03-23 00:00:00,27008.0
2011-03-23 01:00:00,25328.0
2011-03-23 02:00:00,24523.0
2011-03-23 03:00:00,24189.0
2011-03-23 04:00:00,24286.0
2011-03-23 05:00:00,24988.0
2011-03-23 06:00:00,27281.0
2011-03-23 07:00:00,31124.0
2011-03-23 08:00:00,33391.0
2011-03-23 09:00:00,34004.0
2011-03-23 10:00:00,34321.0
2011-03-23 11:00:00,34672.0
2011-03-23 12:00:00,34863.0
2011-03-23 13:00:00,34718.0
2011-03-23 14:00:00,34602.0
2011-03-23 15:00:00,34251.0
2011-03-23 16:00:00,34159.0
2011-03-23 17:00:00,34612.0
2011-03-23 18:00:00,35173.0
2011-03-23 19:00:00,35572.0
2011-03-23 20:00:00,36371.0
2011-03-23 21:00:00,35732.0
2011-03-23 22:00:00,34131.0
2011-03-23 23:00:00,31648.0
2011-03-24 00:00:00,29160.0
2011-03-24 01:00:00,27346.0
2011-03-24 02:00:00,26456.0
2011-03-24 03:00:00,26055.0
2011-03-24 04:00:00,26047.0
2011-03-24 05:00:00,26744.0
2011-03-24 06:00:00,28955.0
2011-03-24 07:00:00,32904.0
2011-03-24 08:00:00,35128.0
2011-03-24 09:00:00,35540.0
2011-03-24 10:00:00,35568.0
2011-03-24 11:00:00,35594.0
2011-03-24 12:00:00,35168.0
2011-03-24 13:00:00,34491.0
2011-03-24 14:00:00,34109.0
2011-03-24 15:00:00,33699.0
2011-03-24 16:00:00,33378.0
2011-03-24 17:00:00,33361.0
2011-03-24 18:00:00,33490.0
2011-03-24 19:00:00,33690.0
2011-03-24 20:00:00,35293.0
2011-03-24 21:00:00,35938.0
2011-03-24 22:00:00,34781.0
2011-03-24 23:00:00,32508.0
2011-03-25 00:00:00,30227.0
2011-03-25 01:00:00,28622.0
2011-03-25 02:00:00,27848.0
2011-03-25 03:00:00,27631.0
2011-03-25 04:00:00,27766.0
2011-03-25 05:00:00,28755.0
2011-03-25 06:00:00,30951.0
2011-03-25 07:00:00,34991.0
2011-03-25 08:00:00,36703.0
2011-03-25 09:00:00,36227.0
2011-03-25 10:00:00,35575.0
2011-03-25 11:00:00,35000.0
2011-03-25 12:00:00,34261.0
2011-03-25 13:00:00,33485.0
2011-03-25 14:00:00,32840.0
2011-03-25 15:00:00,32185.0
2011-03-25 16:00:00,31680.0
2011-03-25 17:00:00,31878.0
2011-03-25 18:00:00,32330.0
2011-03-25 19:00:00,32767.0
2011-03-25 20:00:00,34089.0
2011-03-25 21:00:00,34462.0
2011-03-25 22:00:00,33546.0
2011-03-25 23:00:00,31791.0
2011-03-26 00:00:00,29798.0
2011-03-26 01:00:00,28256.0
2011-03-26 02:00:00,27475.0
2011-03-26 03:00:00,27088.0
2011-03-26 04:00:00,27033.0
2011-03-26 05:00:00,27390.0
2011-03-26 06:00:00,28368.0
2011-03-26 07:00:00,29920.0
2011-03-26 08:00:00,31145.0
2011-03-26 09:00:00,32207.0
2011-03-26 10:00:00,32613.0
2011-03-26 11:00:00,32581.0
2011-03-26 12:00:00,31946.0
2011-03-26 13:00:00,31171.0
2011-03-26 14:00:00,30228.0
2011-03-26 15:00:00,29415.0
2011-03-26 16:00:00,28844.0
2011-03-26 17:00:00,28686.0
2011-03-26 18:00:00,28882.0
2011-03-26 19:00:00,29518.0
2011-03-26 20:00:00,31608.0
2011-03-26 21:00:00,32518.0
2011-03-26 22:00:00,31954.0
2011-03-26 23:00:00,30655.0
2011-03-27 00:00:00,29002.0
2011-03-27 01:00:00,27591.0
2011-03-27 02:00:00,26677.0
2011-03-27 03:00:00,26249.0
2011-03-27 04:00:00,26082.0
2011-03-27 05:00:00,26373.0
2011-03-27 06:00:00,27005.0
2011-03-27 07:00:00,28143.0
2011-03-27 08:00:00,29097.0
2011-03-27 09:00:00,30382.0
2011-03-27 10:00:00,30862.0
2011-03-27 11:00:00,30906.0
2011-03-27 12:00:00,30610.0
2011-03-27 13:00:00,30152.0
2011-03-27 14:00:00,29485.0
2011-03-27 15:00:00,28848.0
2011-03-27 16:00:00,28401.0
2011-03-27 17:00:00,28339.0
2011-03-27 18:00:00,28777.0
2011-03-27 19:00:00,29420.0
2011-03-27 20:00:00,31786.0
2011-03-27 21:00:00,33253.0
2011-03-27 22:00:00,32456.0
2011-03-27 23:00:00,30735.0
2011-03-28 00:00:00,28943.0
2011-03-28 01:00:00,27629.0
2011-03-28 02:00:00,27056.0
2011-03-28 03:00:00,26992.0
2011-03-28 04:00:00,27332.0
2011-03-28 05:00:00,28386.0
2011-03-28 06:00:00,30919.0
2011-03-28 07:00:00,35010.0
2011-03-28 08:00:00,36826.0
2011-03-28 09:00:00,36572.0
2011-03-28 10:00:00,36015.0
2011-03-28 11:00:00,35784.0
2011-03-28 12:00:00,35280.0
2011-03-28 13:00:00,34660.0
2011-03-28 14:00:00,33953.0
2011-03-28 15:00:00,33116.0
2011-03-28 16:00:00,32394.0
2011-03-28 17:00:00,32134.0
2011-03-28 18:00:00,32269.0
2011-03-28 19:00:00,32579.0
2011-03-28 20:00:00,34429.0
2011-03-28 21:00:00,35587.0
2011-03-28 22:00:00,34363.0
2011-03-28 23:00:00,32009.0
2011-03-29 00:00:00,29691.0
2011-03-29 01:00:00,28154.0
2011-03-29 02:00:00,27461.0
2011-03-29 03:00:00,27238.0
2011-03-29 04:00:00,27444.0
2011-03-29 05:00:00,28384.0
2011-03-29 06:00:00,30789.0
2011-03-29 07:00:00,34802.0
2011-03-29 08:00:00,36362.0
2011-03-29 09:00:00,35694.0
2011-03-29 10:00:00,34964.0
2011-03-29 11:00:00,34439.0
2011-03-29 12:00:00,33826.0
2011-03-29 13:00:00,33128.0
2011-03-29 14:00:00,32648.0
2011-03-29 15:00:00,31948.0
2011-03-29 16:00:00,31327.0
2011-03-29 17:00:00,31226.0
2011-03-29 18:00:00,31376.0
2011-03-29 19:00:00,31517.0
2011-03-29 20:00:00,33324.0
2011-03-29 21:00:00,34562.0
2011-03-29 22:00:00,33319.0
2011-03-29 23:00:00,30979.0
2011-03-30 00:00:00,28683.0
2011-03-30 01:00:00,27143.0
2011-03-30 02:00:00,26385.0
2011-03-30 03:00:00,26135.0
2011-03-30 04:00:00,26253.0
2011-03-30 05:00:00,27234.0
2011-03-30 06:00:00,29503.0
2011-03-30 07:00:00,33402.0
2011-03-30 08:00:00,35018.0
2011-03-30 09:00:00,34722.0
2011-03-30 10:00:00,34139.0
2011-03-30 11:00:00,33720.0
2011-03-30 12:00:00,33245.0
2011-03-30 13:00:00,32760.0
2011-03-30 14:00:00,32563.0
2011-03-30 15:00:00,32190.0
2011-03-30 16:00:00,31989.0
2011-03-30 17:00:00,32428.0
2011-03-30 18:00:00,33093.0
2011-03-30 19:00:00,33555.0
2011-03-30 20:00:00,34905.0
2011-03-30 21:00:00,34982.0
2011-03-30 22:00:00,33445.0
2011-03-30 23:00:00,31025.0
2011-03-31 00:00:00,28533.0
2011-03-31 01:00:00,26817.0
2011-03-31 02:00:00,26041.0
2011-03-31 03:00:00,25633.0
2011-03-31 04:00:00,25609.0
2011-03-31 05:00:00,26308.0
2011-03-31 06:00:00,28503.0
2011-03-31 07:00:00,32442.0
2011-03-31 08:00:00,34477.0
2011-03-31 09:00:00,34680.0
2011-03-31 10:00:00,34781.0
2011-03-31 11:00:00,34959.0
2011-03-31 12:00:00,34810.0
2011-03-31 13:00:00,34452.0
2011-03-31 14:00:00,34284.0
2011-03-31 15:00:00,33966.0
2011-03-31 16:00:00,33939.0
2011-03-31 17:00:00,34286.0
2011-03-31 18:00:00,34651.0
2011-03-31 19:00:00,34928.0
2011-03-31 20:00:00,35866.0
2011-03-31 21:00:00,35807.0
2011-03-31 22:00:00,34168.0
2011-03-31 23:00:00,31651.0
2011-04-01 00:00:00,29137.0
2011-04-01 01:00:00,27343.0
2011-04-01 02:00:00,26403.0
2011-04-01 03:00:00,25958.0
2011-04-01 04:00:00,25973.0
2011-04-01 05:00:00,26664.0
2011-04-01 06:00:00,28891.0
2011-04-01 07:00:00,32700.0
2011-04-01 08:00:00,34747.0
2011-04-01 09:00:00,35154.0
2011-04-01 10:00:00,35133.0
2011-04-01 11:00:00,35117.0
2011-04-01 12:00:00,34854.0
2011-04-01 13:00:00,34377.0
2011-04-01 14:00:00,33795.0
2011-04-01 15:00:00,33212.0
2011-04-01 16:00:00,32807.0
2011-04-01 17:00:00,32784.0
2011-04-01 18:00:00,32753.0
2011-04-01 19:00:00,32629.0
2011-04-01 20:00:00,33451.0
2011-04-01 21:00:00,33838.0
2011-04-01 22:00:00,32756.0
2011-04-01 23:00:00,30887.0
2011-04-02 00:00:00,28834.0
2011-04-02 01:00:00,27200.0
2011-04-02 02:00:00,26205.0
2011-04-02 03:00:00,25741.0
2011-04-02 04:00:00,25650.0
2011-04-02 05:00:00,25902.0
2011-04-02 06:00:00,26719.0
2011-04-02 07:00:00,28055.0
